BENCH212,3,current_execute_loop,5,2048,128,8,13909511,13.583506836,4.527835612,6940167074902060052,PASS
BENCH212,3,multirow_interleaved_scratch,5,2048,128,8,10485010,10.239267578,3.413089193,6940167074902060052,PASS
BENCH212,3,multirow_two_phase_scratch,5,2048,128,8,11892106,11.613384766,3.871128255,6940167074902060052,PASS
BENCH212,3,current_execute_loop,6,2048,128,8,13396905,13.082915039,4.360971680,6940167074902060052,PASS
BENCH212,3,multirow_interleaved_scratch,6,2048,128,8,9390154,9.170072266,3.056690755,6940167074902060052,PASS
BENCH212,3,multirow_two_phase_scratch,6,2048,128,8,9888658,9.656892578,3.218964193,6940167074902060052,PASS
BENCH212,3,current_execute_loop,7,2048,128,8,13435591,13.120694336,4.373564779,6940167074902060052,PASS
BENCH212,3,multirow_interleaved_scratch,7,2048,128,8,9378508,9.158699219,3.052899740,6940167074902060052,PASS
BENCH212,3,multirow_two_phase_scratch,7,2048,128,8,11626117,11.353629883,3.784543294,6940167074902060052,PASS
BENCH212,3,current_execute_loop,8,2048,128,8,12916424,12.613695313,4.204565104,6940167074902060052,PASS
BENCH212,3,multirow_interleaved_scratch,8,2048,128,8,10278716,10.037808594,3.345936198,6940167074902060052,PASS
BENCH212,3,multirow_two_phase_scratch,8,2048,128,8,8914364,8.705433594,2.901811198,6940167074902060052,PASS
BENCH212,3,current_execute_loop,9,2048,128,8,9415603,9.194924805,3.064974935,6940167074902060052,PASS
BENCH212,3,multirow_interleaved_scratch,9,2048,128,8,8536061,8.335997070,2.778665690,6940167074902060052,PASS
BENCH212,3,multirow_two_phase_scratch,9,2048,128,8,8030042,7.841837891,2.613945964,6940167074902060052,PASS
CORRECT212,5,multirow_interleaved_scratch,0,0,PASS
CORRECT212,5,multirow_two_phase_scratch,0,0,PASS
BENCH212,5,current_execute_loop,0,2048,128,8,19007030,18.561552734,3.712310547,2865628693637963956,PASS
BENCH212,5,multirow_interleaved_scratch,0,2048,128,8,16756953,16.364211914,3.272842383,2865628693637963956,PASS
BENCH212,5,multirow_two_phase_scratch,0,2048,128,8,16209837,15.829918945,3.165983789,2865628693637963956,PASS
BENCH212,5,current_execute_loop,1,2048,128,8,18414409,17.982821289,3.596564258,2865628693637963956,PASS
BENCH212,5,multirow_interleaved_scratch,1,2048,128,8,15532737,15.168688477,3.033737695,2865628693637963956,PASS
BENCH212,5,multirow_two_phase_scratch,1,2048,128,8,16497749,16.111083008,3.222216602,2865628693637963956,PASS
BENCH212,5,current_execute_loop,2,2048,128,8,18330948,17.901316406,3.580263281,2865628693637963956,PASS
BENCH212,5,multirow_interleaved_scratch,2,2048,128,8,15352867,14.993034180,2.998606836,2865628693637963956,PASS
BENCH212,5,multirow_two_phase_scratch,2,2048,128,8,16967875,16.570190430,3.314038086,2865628693637963956,PASS
BENCH212,5,current_execute_loop,3,2048,128,8,20039984,19.570296875,3.914059375,2865628693637963956,PASS
BENCH212,5,multirow_interleaved_scratch,3,2048,128,8,15890752,15.518312500,3.103662500,2865628693637963956,PASS
BENCH212,5,multirow_two_phase_scratch,3,2048,128,8,18169536,17.743687500,3.548737500,2865628693637963956,PASS
BENCH212,5,current_execute_loop,4,2048,128,8,18389019,17.958026367,3.591605273,2865628693637963956,PASS
BENCH212,5,multirow_interleaved_scratch,4,2048,128,8,14997270,14.645771484,2.929154297,2865628693637963956,PASS
BENCH212,5,multirow_two_phase_scratch,4,2048,128,8,16994472,16.596164063,3.319232813,2865628693637963956,PASS
BENCH212,5,current_execute_loop,5,2048,128,8,17594707,17.182331055,3.436466211,2865628693637963956,PASS
BENCH212,5,multirow_interleaved_scratch,5,2048,128,8,14625008,14.282234375,2.856446875,2865628693637963956,PASS
BENCH212,5,multirow_two_phase_scratch,5,2048,128,8,17324165,16.918129883,3.383625977,2865628693637963956,PASS
BENCH212,5,current_execute_loop,6,2048,128,8,18467608,18.034773438,3.606954688,2865628693637963956,PASS
BENCH212,5,multirow_interleaved_scratch,6,2048,128,8,14624142,14.281388672,2.856277734,2865628693637963956,PASS
BENCH212,5,multirow_two_phase_scratch,6,2048,128,8,15901035,15.528354492,3.105670898,2865628693637963956,PASS
BENCH212,5,current_execute_loop,7,2048,128,8,16312131,15.929815430,3.185963086,2865628693637963956,PASS
BENCH212,5,multirow_interleaved_scratch,7,2048,128,8,13895263,13.569592773,2.713918555,2865628693637963956,PASS
BENCH212,5,multirow_two_phase_scratch,7,2048,128,8,15340023,14.980491211,2.996098242,2865628693637963956,PASS
BENCH212,5,current_execute_loop,8,2048,128,8,17337413,16.931067383,3.386213477,2865628693637963956,PASS
BENCH212,5,multirow_interleaved_scratch,8,2048,128,8,14523005,14.182622070,2.836524414,2865628693637963956,PASS
BENCH212,5,multirow_two_phase_scratch,8,2048,128,8,15490022,15.126974609,3.025394922,2865628693637963956,PASS
BENCH212,5,current_execute_loop,9,2048,128,8,19033410,18.587314453,3.717462891,2865628693637963956,PASS
BENCH212,5,multirow_interleaved_scratch,9,2048,128,8,14479415,14.140053711,2.828010742,2865628693637963956,PASS
BENCH212,5,multirow_two_phase_scratch,9,2048,128,8,15202839,14.846522461,2.969304492,2865628693637963956,PASS

--- stderr ---
wsl: ?hKm0R localhost ?N?tM?n???FO*g\??P0R WSL?0NAT !j?_?N?v WSL
N/e?c localhost ?N?t?0
