source_id,url_kind,title,url,scheme,host,access_status,http_status,final_url,error,stage230_status,interpretation
BGH2012_565,primary_url,Packed Ciphertexts in LWE-based Homomorphic Encryption,https://eprint.iacr.org/2012/565,https,eprint.iacr.org,ACCESS_OK,200,https://eprint.iacr.org/2012/565,,VERIFIED_PRIMARY_OR_OFFICIAL_METADATA,current access probe only; Stage230 source verification remains the citation-policy authority
BGH2012_565,secondary_url,Packed Ciphertexts in LWE-based Homomorphic Encryption,https://dblp.org/rec/journals/iacr/BrakerskiGH12,https,dblp.org,ACCESS_OK,200,https://dblp.org/rec/journals/iacr/BrakerskiGH12.html,,VERIFIED_PRIMARY_OR_OFFICIAL_METADATA,current access probe only; Stage230 source verification remains the citation-policy authority
CGGI2018_421,primary_url,TFHE: Fast Fully Homomorphic Encryption over the Torus,https://eprint.iacr.org/2018/421,https,eprint.iacr.org,ACCESS_OK,200,https://eprint.iacr.org/2018/421,,VERIFIED_PRIMARY_OR_OFFICIAL_METADATA,current access probe only; Stage230 source verification remains the citation-policy authority
CGGI2018_421,secondary_url,TFHE: Fast Fully Homomorphic Encryption over the Torus,https://dl.acm.org/doi/10.1007/s00145-019-09319-x,https,dl.acm.org,HTTP_ERROR,403,https://dl.acm.org/doi/10.1007/s00145-019-09319-x,Forbidden,VERIFIED_PRIMARY_OR_OFFICIAL_METADATA,current access probe only; Stage230 source verification remains the citation-policy authority
MS2018_532,primary_url,Ring Packing and Amortized FHEW Bootstrapping,https://eprint.iacr.org/2018/532,https,eprint.iacr.org,ACCESS_OK,200,https://eprint.iacr.org/2018/532,,VERIFIED_PRIMARY_OR_OFFICIAL_METADATA,current access probe only; Stage230 source verification remains the citation-policy authority
MS2018_532,secondary_url,Ring Packing and Amortized FHEW Bootstrapping,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.ICALP.2018.100,https,drops.dagstuhl.de,ACCESS_OK,200,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.ICALP.2018.100,,VERIFIED_PRIMARY_OR_OFFICIAL_METADATA,current access probe only; Stage230 source verification remains the citation-policy authority
GPVL2023_014,primary_url,"Amortized Bootstrapping Revisited: Simpler, Asymptotically-faster, Implemented",https://eprint.iacr.org/2023/014,https,eprint.iacr.org,ACCESS_OK,200,https://eprint.iacr.org/2023/014,,VERIFIED_PRIMARY_OR_OFFICIAL_METADATA,current access probe only; Stage230 source verification remains the citation-policy authority
GPVL2023_014,secondary_url,"Amortized Bootstrapping Revisited: Simpler, Asymptotically-faster, Implemented",https://dblp.org/rec/conf/asiacrypt/GuimaraesPL23,https,dblp.org,ACCESS_OK,200,https://dblp.org/rec/conf/asiacrypt/GuimaraesPL23.html,,VERIFIED_PRIMARY_OR_OFFICIAL_METADATA,current access probe only; Stage230 source verification remains the citation-policy authority
DKMS2024_112,primary_url,Faster Amortized FHEW Bootstrapping Using Ring Automorphisms,https://eprint.iacr.org/2023/112,https,eprint.iacr.org,ACCESS_OK,200,https://eprint.iacr.org/2023/112,,VERIFIED_PRIMARY_OR_OFFICIAL_METADATA,current access probe only; Stage230 source verification remains the citation-policy authority
DKMS2024_112,secondary_url,Faster Amortized FHEW Bootstrapping Using Ring Automorphisms,https://dl.acm.org/doi/10.1007/978-3-031-57728-4_11,https,dl.acm.org,HTTP_ERROR,403,https://dl.acm.org/doi/10.1007/978-3-031-57728-4_11,Forbidden,VERIFIED_PRIMARY_OR_OFFICIAL_METADATA,current access probe only; Stage230 source verification remains the citation-policy authority
LW2023_910,primary_url,"Amortized Functional Bootstrapping in less than 7ms, with O(1) polynomial multiplications",https://eprint.iacr.org/2023/910,https,eprint.iacr.org,ACCESS_OK,200,https://eprint.iacr.org/2023/910,,VERIFIED_PRIMARY_OR_OFFICIAL_METADATA,current access probe only; Stage230 source verification remains the citation-policy authority
LW2023_910,secondary_url,"Amortized Functional Bootstrapping in less than 7ms, with O(1) polynomial multiplications",https://dblp.org/rec/conf/asiacrypt/LiuW23,https,dblp.org,ACCESS_OK,200,https://dblp.org/rec/conf/asiacrypt/LiuW23.html,,VERIFIED_PRIMARY_OR_OFFICIAL_METADATA,current access probe only; Stage230 source verification remains the citation-policy authority
